fsq_id,name,geocodes.main.latitude,geocodes.main.longitude,location.address,location.country,location.locality,location.postcode,location.region,fsq_am_cat
4db1a9650437a93f7f8e2d5a,tan thanh supermarket,43.261243,-79.870658,115 Park St N,CA,Hamilton,L8R 2N2,ON,2.0
531420c711d26c897773fd89,the spice factory,43.259986,-79.866643,121 Hughson St N,CA,Hamilton,L8R 1G7,ON,2.0
4de447bf1f6e3190cd3c1fd2,big bonus convenience,43.259502,-79.867118,1 Wilson St,CA,Hamilton,L8R 1C4,ON,2.0
7875c27edf6943e717575f56,min-a-mart,43.251321,-79.871669,180 James St S,CA,Hamilton,L8P 4V1,ON,2.0
7919e033564546a3f3a5a998,scotmaple foods,43.253771,-79.869626,1 Hunter St E,CA,Hamilton,L8N 3W1,ON,2.0
e9469e7e417344480a1237f1,the vintage marketplace,43.256788,-79.871852,1 Summers Lane,CA,Hamilton,,ON,2.0
e08ddb72bb594ede8e8dc99f,romano cheese,43.2568,-79.868794,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
5510e368848a48eda666b7a5,asian market,43.257155,-79.869271,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
60f9e46fbe7db52095dadf3c,gastro market,43.254387,-79.862359,193 King St E,CA,Hamilton,L8N 1B3,ON,2.0
e4cc1c0624a744cd146b23a9,nations fresh food market,43.25804,-79.870117,100 King St W,CA,Hamilton,L8P 1A2,ON,2.0
51d2d6a9498e483fe7634ebf,nations fresh food market,43.25672,-79.869105,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
4db1a9650437a93f7f8e2d5a,tan thanh supermarket,43.261243,-79.870658,115 Park St N,CA,Hamilton,L8R 2N2,ON,2.0
0eb69896a6234fd683c8e1aa,avondale stores ltd,43.258028,-79.879713,54 Queen St S,CA,Hamilton,L8P 3R5,ON,2.0
342670dae84448f127d41dde,dilly's,43.259138,-79.870395,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
011fa05eb3084af2a931b27b,sam & son international cheese ltd,43.259152,-79.870212,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
49db19e233d64ec4c08eef2b,dilly's farmacy,43.258968,-79.870413,35 York Blvd,CA,Hamilton,L8R 3K7,ON,2.0
4b628f4bf964a5205a4b2ae3,hamilton farmers' market,43.259041,-79.870193,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
a42a7296de2749333595c667,latin food & products,43.258806,-79.870339,35 York Blvd,CA,Hamilton,L8R 3K7,ON,2.0
63efb61c5a44b529a2e37292,lola latin grocery,43.262924,-79.86663,245 James St N,CA,Hamilton,L8R 2L2,ON,2.0
393c8542e5ac4e54cf36f981,al-amin grocery & halal meat,43.263884,-79.866143,295 James St N,CA,Hamilton,L8R 2L4,ON,2.0
22d803be31fe48ba81544c3d,atlantic seafood supermarket,43.257543,-79.884545,103 Locke St N,CA,Hamilton,L8R 3A7,ON,2.0
e4cc1c0624a744cd146b23a9,nations fresh food market,43.25804,-79.870117,100 King St W,CA,Hamilton,L8P 1A2,ON,2.0
6f4798fc8b344afa0923b0d3,taj mahal supermarket,43.259659,-79.867979,109 James St N,CA,Hamilton,L8R 2K6,ON,2.0
e9469e7e417344480a1237f1,the vintage marketplace,43.256788,-79.871852,1 Summers Lane,CA,Hamilton,,ON,2.0
82a0684e6c3842ce2425844d,granny's place,43.26239,-79.865937,11 Robert St,CA,Hamilton,L8L 2N8,ON,2.0
0eb69896a6234fd683c8e1aa,avondale stores ltd,43.258028,-79.879713,54 Queen St S,CA,Hamilton,L8P 3R5,ON,2.0
51d2d6a9498e483fe7634ebf,nations fresh food market,43.25672,-79.869105,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
4db1a9650437a93f7f8e2d5a,tan thanh supermarket,43.261243,-79.870658,115 Park St N,CA,Hamilton,L8R 2N2,ON,2.0
342670dae84448f127d41dde,dilly's,43.259138,-79.870395,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
49db19e233d64ec4c08eef2b,dilly's farmacy,43.258968,-79.870413,35 York Blvd,CA,Hamilton,L8R 3K7,ON,2.0
011fa05eb3084af2a931b27b,sam & son international cheese ltd,43.259152,-79.870212,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
a42a7296de2749333595c667,latin food & products,43.258806,-79.870339,35 York Blvd,CA,Hamilton,L8R 3K7,ON,2.0
4b628f4bf964a5205a4b2ae3,hamilton farmers' market,43.259041,-79.870193,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
e9469e7e417344480a1237f1,the vintage marketplace,43.256788,-79.871852,1 Summers Lane,CA,Hamilton,,ON,2.0
22d803be31fe48ba81544c3d,atlantic seafood supermarket,43.257543,-79.884545,103 Locke St N,CA,Hamilton,L8R 3A7,ON,2.0
e4cc1c0624a744cd146b23a9,nations fresh food market,43.25804,-79.870117,100 King St W,CA,Hamilton,L8P 1A2,ON,2.0
6f4798fc8b344afa0923b0d3,taj mahal supermarket,43.259659,-79.867979,109 James St N,CA,Hamilton,L8R 2K6,ON,2.0
5510e368848a48eda666b7a5,asian market,43.257155,-79.869271,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
abcf052713d64215103bd03a,nutri source,43.258247,-79.868158,54 James St,CA,Hamilton,L9H 2J7,ON,2.0
63efb61c5a44b529a2e37292,lola latin grocery,43.262924,-79.86663,245 James St N,CA,Hamilton,L8R 2L2,ON,2.0
e08ddb72bb594ede8e8dc99f,romano cheese,43.2568,-79.868794,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
23394f3dc2124c196d31bfe4,goodness me,43.255884,-79.885748,176 Locke St S,CA,Hamilton,L8P 4A9,ON,2.0
4b78730df964a52029cf2ee3,goodness me! on locke,43.255604,-79.885747,170 Locke St S,CA,Hamilton,L8P 4A9,ON,2.0
82a0684e6c3842ce2425844d,granny's place,43.26239,-79.865937,11 Robert St,CA,Hamilton,L8L 2N8,ON,2.0
531420c711d26c897773fd89,the spice factory,43.259986,-79.866643,121 Hughson St N,CA,Hamilton,L8R 1G7,ON,2.0
393c8542e5ac4e54cf36f981,al-amin grocery & halal meat,43.263884,-79.866143,295 James St N,CA,Hamilton,L8R 2L4,ON,2.0
5841b79d07ac072501eca56f,glow juicery,43.255228,-79.885544,35 Pine St,CA,Hamilton,L8P 2A2,ON,2.0
4de447bf1f6e3190cd3c1fd2,big bonus convenience,43.259502,-79.867118,1 Wilson St,CA,Hamilton,L8R 1C4,ON,2.0
60957b13ed6a765f419eab94,la bodeguita,43.253144,-79.855982,441 King St E,CA,Hamilton,L8N 1C5,ON,2.0
60f9e46fbe7db52095dadf3c,gastro market,43.254387,-79.862359,193 King St E,CA,Hamilton,L8N 1B3,ON,2.0
f0b18d49d780498714c4ddf9,durate's supermarket,43.259708,-79.847724,417 Barton St E,CA,Hamilton,L8L 2Y4,ON,2.0
4b6c8210f964a5209a3f2ce3,food basics,43.264067,-79.859404,135 Barton St E,CA,Hamilton,L8L 8A8,ON,2.0
4bda17073904a593ed11459e,giorgio's nofrills hamilton,43.251734,-79.852499,435 Main St E,CA,Hamilton,L8N 1K1,ON,2.0
4d0ba36ed8d78cfa113c1ebe,duarte supermarket,43.259708,-79.847724,417 Barton St E,CA,Hamilton,L8L 2Y4,ON,2.0
531420c711d26c897773fd89,the spice factory,43.259986,-79.866643,121 Hughson St N,CA,Hamilton,L8R 1G7,ON,2.0
82a0684e6c3842ce2425844d,granny's place,43.26239,-79.865937,11 Robert St,CA,Hamilton,L8L 2N8,ON,2.0
abcf052713d64215103bd03a,nutri source,43.258247,-79.868158,54 James St,CA,Hamilton,L9H 2J7,ON,2.0
6f4798fc8b344afa0923b0d3,taj mahal supermarket,43.259659,-79.867979,109 James St N,CA,Hamilton,L8R 2K6,ON,2.0
4de447bf1f6e3190cd3c1fd2,big bonus convenience,43.259502,-79.867118,1 Wilson St,CA,Hamilton,L8R 1C4,ON,2.0
cb6b08a26f954cff44847099,real food market & kitchen,43.262457,-79.905643,1008 King St W,CA,Hamilton,L8S 1L4,ON,2.0
dcfa0eef4ddc446ed67bc06c,sobeys,43.254865,-79.827018,869 Barton St E,CA,Hamilton,L8L 3B4,ON,2.0
17828067ce984ce3015fb0b4,price chopper,43.254865,-79.827018,869 Barton St E,CA,Hamilton,L8L 3B4,ON,2.0
5b8f150b884d4a6d194e22d4,fresh co,43.254893,-79.826652,869 Barton St E,CA,Hamilton,L8L 3B4,ON,2.0
54358c72498ebb464241d75c,pura vida natural store,43.248025,-79.817755,193 Ottawa St N,CA,Hamilton,L8H 3Z4,ON,2.0
5f8c9d1796d7a7483e3fc9a6,murray's farm & butcher shoppe,43.247656,-79.817461,182 Ottawa St N,CA,Hamilton,L8H 3Z5,ON,2.0
6003366b81f9f71bbed26845,crown point market,43.247076,-79.817735,162 Ottawa St N,CA,Hamilton,L8H 3Z3,ON,2.0
4b9e984bf964a52069f236e3,giorgio's no frills,43.24296,-79.822559,1124 Main St E,CA,Hamilton,L8M 1N9,ON,2.0
5841b79d07ac072501eca56f,glow juicery,43.255228,-79.885544,35 Pine St,CA,Hamilton,L8P 2A2,ON,2.0
4b78730df964a52029cf2ee3,goodness me! on locke,43.255604,-79.885747,170 Locke St S,CA,Hamilton,L8P 4A9,ON,2.0
23394f3dc2124c196d31bfe4,goodness me,43.255884,-79.885748,176 Locke St S,CA,Hamilton,L8P 4A9,ON,2.0
22d803be31fe48ba81544c3d,atlantic seafood supermarket,43.257543,-79.884545,103 Locke St N,CA,Hamilton,L8R 3A7,ON,2.0
0eb69896a6234fd683c8e1aa,avondale stores ltd,43.258028,-79.879713,54 Queen St S,CA,Hamilton,L8P 3R5,ON,2.0
e9469e7e417344480a1237f1,the vintage marketplace,43.256788,-79.871852,1 Summers Lane,CA,Hamilton,,ON,2.0
7875c27edf6943e717575f56,min-a-mart,43.251321,-79.871669,180 James St S,CA,Hamilton,L8P 4V1,ON,2.0
4b339284f964a520e71a25e3,big bear food mart,43.250718,-79.892522,417 Aberdeen Ave,CA,Hamilton,L8P 2S1,ON,2.0
bb18ff3f8ea345ecb2a3b74b,direct to home grocery,43.258194,-79.89277,67 Frid,CA,Hamilton,,ON,2.0
7919e033564546a3f3a5a998,scotmaple foods,43.253771,-79.869626,1 Hunter St E,CA,Hamilton,L8N 3W1,ON,2.0
0eb69896a6234fd683c8e1aa,avondale stores ltd,43.258028,-79.879713,54 Queen St S,CA,Hamilton,L8P 3R5,ON,2.0
22d803be31fe48ba81544c3d,atlantic seafood supermarket,43.257543,-79.884545,103 Locke St N,CA,Hamilton,L8R 3A7,ON,2.0
5841b79d07ac072501eca56f,glow juicery,43.255228,-79.885544,35 Pine St,CA,Hamilton,L8P 2A2,ON,2.0
4b78730df964a52029cf2ee3,goodness me! on locke,43.255604,-79.885747,170 Locke St S,CA,Hamilton,L8P 4A9,ON,2.0
23394f3dc2124c196d31bfe4,goodness me,43.255884,-79.885748,176 Locke St S,CA,Hamilton,L8P 4A9,ON,2.0
51d2d6a9498e483fe7634ebf,nations fresh food market,43.25672,-79.869105,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
e9469e7e417344480a1237f1,the vintage marketplace,43.256788,-79.871852,1 Summers Lane,CA,Hamilton,,ON,2.0
7875c27edf6943e717575f56,min-a-mart,43.251321,-79.871669,180 James St S,CA,Hamilton,L8P 4V1,ON,2.0
e4cc1c0624a744cd146b23a9,nations fresh food market,43.25804,-79.870117,100 King St W,CA,Hamilton,L8P 1A2,ON,2.0
7919e033564546a3f3a5a998,scotmaple foods,43.253771,-79.869626,1 Hunter St E,CA,Hamilton,L8N 3W1,ON,2.0
a42a7296de2749333595c667,latin food & products,43.258806,-79.870339,35 York Blvd,CA,Hamilton,L8R 3K7,ON,2.0
49db19e233d64ec4c08eef2b,dilly's farmacy,43.258968,-79.870413,35 York Blvd,CA,Hamilton,L8R 3K7,ON,2.0
5510e368848a48eda666b7a5,asian market,43.257155,-79.869271,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
342670dae84448f127d41dde,dilly's,43.259138,-79.870395,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
011fa05eb3084af2a931b27b,sam & son international cheese ltd,43.259152,-79.870212,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
e08ddb72bb594ede8e8dc99f,romano cheese,43.2568,-79.868794,2 King St W,CA,Hamilton,L8P 1A1,ON,2.0
4b628f4bf964a5205a4b2ae3,hamilton farmers' market,43.259041,-79.870193,55 York Blvd,CA,Hamilton,L8R 3K1,ON,2.0
4db1a9650437a93f7f8e2d5a,tan thanh supermarket,43.261243,-79.870658,115 Park St N,CA,Hamilton,L8R 2N2,ON,2.0
abcf052713d64215103bd03a,nutri source,43.258247,-79.868158,54 James St,CA,Hamilton,L9H 2J7,ON,2.0
4f7c870ae4b02cdb830b2ed8,lifesavers,43.244794,-79.84748,100 Cumberland Ave,CA,Hamilton,L8M 1Z1,ON,2.0
4b9e984bf964a52069f236e3,giorgio's no frills,43.24296,-79.822559,1124 Main St E,CA,Hamilton,L8M 1N9,ON,2.0
6003366b81f9f71bbed26845,crown point market,43.247076,-79.817735,162 Ottawa St N,CA,Hamilton,L8H 3Z3,ON,2.0
54358c72498ebb464241d75c,pura vida natural store,43.248025,-79.817755,193 Ottawa St N,CA,Hamilton,L8H 3Z4,ON,2.0
5f8c9d1796d7a7483e3fc9a6,murray's farm & butcher shoppe,43.247656,-79.817461,182 Ottawa St N,CA,Hamilton,L8H 3Z5,ON,2.0
dcfa0eef4ddc446ed67bc06c,sobeys,43.254865,-79.827018,869 Barton St E,CA,Hamilton,L8L 3B4,ON,2.0
17828067ce984ce3015fb0b4,price chopper,43.254865,-79.827018,869 Barton St E,CA,Hamilton,L8L 3B4,ON,2.0
5b8f150b884d4a6d194e22d4,fresh co,43.254893,-79.826652,869 Barton St E,CA,Hamilton,L8L 3B4,ON,2.0
0eb69896a6234fd683c8e1aa,avondale stores ltd,43.258028,-79.879713,54 Queen St S,CA,Hamilton,L8P 3R5,ON,2.0
22d803be31fe48ba81544c3d,atlantic seafood supermarket,43.257543,-79.884545,103 Locke St N,CA,Hamilton,L8R 3A7,ON,2.0
23394f3dc2124c196d31bfe4,goodness me,43.255884,-79.885748,176 Locke St S,CA,Hamilton,L8P 4A9,ON,2.0
4b78730df964a52029cf2ee3,goodness me! on locke,43.255604,-79.885747,170 Locke St S,CA,Hamilton,L8P 4A9,ON,2.0
5841b79d07ac072501eca56f,glow juicery,43.255228,-79.885544,35 Pine St,CA,Hamilton,L8P 2A2,ON,2.0
bb18ff3f8ea345ecb2a3b74b,direct to home grocery,43.258194,-79.89277,67 Frid,CA,Hamilton,,ON,2.0
